36 : .0.2.3.1.4 , .0.1.0.0.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..4,0,0..3,1,0..1,0,0..0,1,0..2,1,1..3,0,1..2,0,0..1,1,0..3,0,0..2,1,0..3,1,1..4,0,1..1,1,1..2,0,1..0,0,0..4,1,0..
37 : .0.4.1.3.2 , .0.1.0.0.0 ; 0,1,1..1,0,1..3,1,1..4,0,1..0,0,0..4,1,0..1,0,0..0,1,0..4,1,1..0,0,1..2,0,0..1,1,0..4,0,0..3,1,0..2,1,1..3,0,1..1,1,1..2,0,1..3,0,0..2,1,0..
38 : .0.2.4.1.3 , .0.1.0.0.1 ; 0,1,1..1,0,1..3,1,1..4,0,1..1,0,0..0,1,0..2,1,1..3,0,1..1,1,1..2,0,1..0,0,0..4,1,0..2,0,0..1,1,0..4,1,1..0,0,1..3,0,0..2,1,0..4,0,0..3,1,0..
39 : .0.3.1.4.2 , .0.1.0.0.1 ; 0,1,1..1,0,1..4,0,0..3,1,0..1,0,0..0,1,0..3,1,1..4,0,1..2,1,1..3,0,1..0,0,0..4,1,0..1,1,1..2,0,1..4,1,1..0,0,1..2,0,0..1,1,0..3,0,0..2,1,0..
40 : .0.2.4.1.3 , .0.1.0.1.0 ; 0,1,1..1,0,1..3,0,0..2,1,0..4,1,1..0,0,1..3,1,1..4,0,1..2,0,0..1,1,0..4,0,0..3,1,0..1,1,1..2,0,1..0,0,0..4,1,0..1,0,0..0,1,0..2,1,1..3,0,1..
41 : .0.3.1.4.2 , .0.1.0.1.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..2,0,0..1,1,0..3,1,1..4,0,1..1,1,1..2,0,1..4,0,0..3,1,0..0,0,0..4,1,0..2,1,1..3,0,1..1,0,0..0,1,0..3,0,0..2,1,0..
42 : .0.2.4.1.3 , .0.1.0.1.1 ; 0,1,1..1,0,1..3,0,0..2,1,0..4,0,0..3,1,0..1,1,1..2,0,1..0,0,0..4,1,0..2,0,0..1,1,0..4,1,1..0,0,1..3,1,1..4,0,1..1,0,0..0,1,0..2,1,1..3,0,1..
43 : .0.3.1.4.2 , .0.1.0.1.1 ; 0,1,1..1,0,1..4,0,0..3,1,0..0,0,0..4,1,0..1,1,1..2,0,1..4,1,1..0,0,1..2,0,0..1,1,0..3,1,1..4,0,1..2,1,1..3,0,1..1,0,0..0,1,0..3,0,0..2,1,0..
44 : .0.2.1.4.3 , .0.1.1.0.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..3,0,0..2,1,0..0,0,0..4,1,0..3,1,1..4,0,1..1,1,1..2,0,1..1,0,0..0,1,0..2,0,0..1,1,0..2,1,1..3,0,1..4,0,0..3,1,0..
45 : .0.2.4.1.3 , .0.1.1.0.0 ; 0,1,1..1,0,1..3,1,1..4,0,1..2,1,1..3,0,1..1,1,1..2,0,1..4,1,1..0,0,1..3,0,0..2,1,0..0,0,0..4,1,0..1,0,0..0,1,0..2,0,0..1,1,0..4,0,0..3,1,0..
46 : .0.3.1.2.4 , .0.1.1.0.0 ; 0,1,1..1,0,1..2,0,0..1,1,0..3,0,0..2,1,0..1,1,1..2,0,1..4,1,1..0,0,1..4,0,0..3,1,0..1,0,0..0,1,0..3,1,1..4,0,1..2,1,1..3,0,1..0,0,0..4,1,0..
47 : .0.3.1.4.2 , .0.1.1.0.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..2,1,1..3,0,1..0,0,0..4,1,0..2,0,0..1,1,0..3,0,0..2,1,0..4,0,0..3,1,0..1,0,0..0,1,0..3,1,1..4,0,1..1,1,1..2,0,1..
48 : .0.3.4.1.2 , .0.1.1.0.0 ; 0,1,1..1,0,1..2,0,0..1,1,0..4,0,0..3,1,0..4,1,1..0,0,1..2,1,1..3,0,1..0,0,0..4,1,0..1,0,0..0,1,0..3,1,1..4,0,1..3,0,0..2,1,0..1,1,1..2,0,1..
49 : .0.4.2.1.3 , .0.1.1.0.0 ; 0,1,1..1,0,1..3,1,1..4,0,1..0,0,0..4,1,0..2,0,0..1,1,0..2,1,1..3,0,1..1,1,1..2,0,1..1,0,0..0,1,0..4,1,1..0,0,1..3,0,0..2,1,0..4,0,0..3,1,0..
50 : .0.2.4.1.3 , .0.1.1.0.1 ; 0,1,1..1,0,1..3,1,1..4,0,1..1,0,0..0,1,0..2,0,0..1,1,0..4,1,1..0,0,1..3,0,0..2,1,0..0,0,0..4,1,0..2,1,1..3,0,1..1,1,1..2,0,1..4,0,0..3,1,0..
51 : .0.3.1.4.2 , .0.1.1.0.1 ; 0,1,1..1,0,1..4,0,0..3,1,0..1,0,0..0,1,0..3,1,1..4,0,1..2,0,0..1,1,0..3,0,0..2,1,0..4,1,1..0,0,1..2,1,1..3,0,1..0,0,0..4,1,0..1,1,1..2,0,1..
52 : .0.2.3.1.4 , .0.1.1.1.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..4,0,0..3,1,0..2,1,1..3,0,1..1,0,0..0,1,0..2,0,0..1,1,0..3,1,1..4,0,1..1,1,1..2,0,1..3,0,0..2,1,0..0,0,0..4,1,0..
53 : .0.2.4.1.3 , .0.1.1.1.0 ; 0,1,1..1,0,1..3,0,0..2,1,0..0,0,0..4,1,0..1,0,0..0,1,0..2,0,0..1,1,0..4,0,0..3,1,0..1,1,1..2,0,1..4,1,1..0,0,1..3,1,1..4,0,1..2,1,1..3,0,1..
54 : .0.3.1.2.4 , .0.1.1.1.0 ; 0,1,1..1,0,1..2,0,0..1,1,0..3,1,1..4,0,1..2,1,1..3,0,1..1,0,0..0,1,0..3,0,0..2,1,0..1,1,1..2,0,1..4,1,1..0,0,1..4,0,0..3,1,0..0,0,0..4,1,0..
55 : .0.3.1.4.2 , .0.1.1.1.0 ; 0,1,1..1,0,1..4,1,1..0,0,1..2,1,1..3,0,1..1,0,0..0,1,0..3,0,0..2,1,0..4,0,0..3,1,0..0,0,0..4,1,0..2,0,0..1,1,0..3,1,1..4,0,1..1,1,1..2,0,1..
56 : .0.4.1.3.2 , .0.1.1.1.0 ; 0,1,1..1,0,1..3,0,0..2,1,0..3,1,1..4,0,1..0,0,0..4,1,0..1,0,0..0,1,0..4,1,1..0,0,1..2,1,1..3,0,1..2,0,0..1,1,0..4,0,0..3,1,0..1,1,1..2,0,1..
57 : .0.4.2.1.3 , .0.1.1.1.0 ; 0,1,1..1,0,1..3,0,0..2,1,0..4,0,0..3,1,0..1,1,1..2,0,1..1,0,0..0,1,0..4,1,1..0,0,1..3,1,1..4,0,1..0,0,0..4,1,0..2,0,0..1,1,0..2,1,1..3,0,1..
